ticker,reason,evidence
QCON,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-09-08, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'QCON' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-09-08"
QDCC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-08-22, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'QDCC' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-08-22"
QDYN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'QDYN' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-30"
QHDG,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'QHDG' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
QPFF,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-09-08, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'QPFF' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-09-08"
QQC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-04-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'QQC' (outcome=not_found, 20.013s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-04-28"
QQD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-04-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'QQD' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-04-28"
QQJG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-02-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'QQJG' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-02-23"
QQQN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-10-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'QQQN' (outcome=not_found, 20.001s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-10-23"
QRFT,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'QRFT' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
QSWN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-03-05, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'QSWN' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-03-05"
QUVU,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-29, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'QUVU' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-29"
QYLE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-02-14, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'QYLE' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-02-14"
RATE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-08-22, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RATE' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-08-22"
RAYC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-11-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RAYC' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-11-28"
RAYD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-12-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RAYD' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-12-19"
RAYE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-12-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RAYE' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-12-19"
RAYS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-08-22, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RAYS' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-08-22"
RBND,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-04-11, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RBND' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-04-11"
REKT,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-10, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'REKT' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-10"
RENW,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-12-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RENW' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-12-13"
RESD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-01-26, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RESD' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-01-26"
RESE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-01-26, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RESE' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-01-26"
RESP,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-01-26, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RESP' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-01-26"
RFEU,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-01-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RFEU' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-01-09"
RGI,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RGI' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
RHS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RHS' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
RINC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-09-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RINC' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-09-18"
RJMG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-01-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RJMG' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-01-09"
RNDM,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RNDM' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-20"
RNDV,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RNDV' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
RNEW,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-06-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RNEW' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-06-23"
RNLC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RNLC' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
RNMC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RNMC' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
RNSC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-12-03, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RNSC' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-12-03"
RNWZ,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RNWZ' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
RODE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-06-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RODE' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-06-23"
ROOF,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-11-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ROOF' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-11-20"
RORO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-10-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RORO' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-10-20"
RPHS,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RPHS' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
RRH,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-24, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RRH' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-24"
RSHO,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RSHO' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
RSPY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-07-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RSPY' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-07-27"
RTL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-09-11, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RTL' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-09-11"
RTM,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RTM' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
RUFF,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-08-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RUFF' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-08-30"
RVRB,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-03-26, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RVRB' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-03-26"
RYE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RYE' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
RYF,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RYF' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
RYH,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RYH' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
RYJ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RYJ' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
RYT,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RYT' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
RYU,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'RYU' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
SAEF,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SAEF' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
SAVN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-12, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SAVN' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-12"
SCLS,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SCLS' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
SDEF,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SDEF' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
SDEI,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SDEI' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
SDGA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-02-24, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SDGA' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-02-24"
SENT,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-24, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SENT' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-24"
SFIG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-05, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SFIG' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-05"
SFYX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-02-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SFYX' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-02-18"
SGG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-08, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SGG' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-08"
SILX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-07-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SILX' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-07-13"
SIXG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-29, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SIXG' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-29"
SLY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SLY' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-09"
SMAP,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SMAP' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
SMDY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-09-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SMDY' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-09-27"
SMI,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-06-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SMI' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-06-18"
SMLE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-05-24, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SMLE' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-05-24"
SMQ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-29, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SMQ' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-29"
SNLN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-09-15, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SNLN' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-09-15"
SNPV,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-12-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SNPV' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-12-18"
SNPX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SNPX' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-20"
SOGU,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-16, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SOGU' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-16"
SOLR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SOLR' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-30"
SPCY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-12-22, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SPCY' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-12-22"
SPCZ,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SPCZ' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
SPMV,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-02-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SPMV' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-02-23"
SPQ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-05-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SPQ' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-05-23"
SPVU,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-02-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SPVU' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-02-20"
SPXB,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-04-22, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SPXB' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-04-22"
SPYB,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-02-21, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SPYB' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-02-21"
SQEW,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-10-24, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SQEW' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-10-24"
SQY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-03-31, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SQY' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-03-31"
SSLY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-09-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SSLY' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-09-27"
SSPX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-10-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'SSPX' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-10-09"
STLG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'STLG' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-01"
